identifier,title
FB.CBK.BRCH.P5,"Commercial bank branches (per 100,000 adults)"
FB.CBK.BRWR.P3,"Borrowers from commercial banks (per 1,000 adults)"
FB.CBK.DPTR.P3,"Depositors with commercial banks (per 1,000 adults)"
FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP)
FD.RES.LIQU.AS.ZS,Bank liquid reserves to bank assets ratio (%)
FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)"
FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt)
FI.RES.TOTL.MO,Total reserves in months of imports
FI.RES.XGLD.CD,Total reserves minus gold (current US$)
FISH_MEAL,"Fishmeal, $/mt, current$"
FM.AST.CGOV.ZG.M3,Claims on central government (annual growth as % of broad money)
FM.AST.DOMO.ZG.M3,Claims on other sectors of the domestic economy (annual growth as % of broad money)
FM.AST.DOMS.CN,Net domestic credit (current LCU)
FM.AST.NFRG.CN,Net foreign assets (current LCU)
FM.AST.PRVT.ZG.M3,Claims on private sector (annual growth as % of broad money)
FM.LBL.BMNY.CN,Broad money (current LCU)
FM.LBL.BMNY.GD.ZS,Broad money (% of GDP)
FM.LBL.BMNY.IR.ZS,Broad money to total reserves ratio
FM.LBL.BMNY.ZG,Broad money growth (annual %)
FM.LBL.MONY.CN,Money (current LCU)
FM.LBL.MQMY.CN,Money and quasi money (M2) (current LCU)
FM.LBL.MQMY.GD.ZS,Money and quasi money (M2) as % of GDP
FM.LBL.MQMY.IR.ZS,Money and quasi money (M2) to total reserves ratio
FM.LBL.MQMY.ZG,Money and quasi money growth (annual %)
FM.LBL.QMNY.CN,Quasi money (current LCU)
FP.CPI.TOTL,Consumer price index (2005 = 100)
FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)"
FP.WPI.TOTL,Wholesale price index (2005 = 100)
FR.INR.DPST,Deposit interest rate (%)
FR.INR.LEND,Lending interest rate (%)
FR.INR.LNDP,"Interest rate spread (lending rate minus deposit rate, %)"
FR.INR.RINR,Real interest rate (%)
FR.INR.RISK,"Risk premium on lending (lending rate minus treasury bill rate, %)"
FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)"
FS.AST.DOMO.GD.ZS,Claims on other sectors of the domestic economy (% of GDP)
FS.AST.DOMS.GD.ZS,Domestic credit provided by financial sector (% of GDP)
FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP)
FS.LBL.LIQU.GD.ZS,Liquid liabilities (M3) as % of GDP
FS.LBL.QLIQ.GD.ZS,Quasi-liquid liabilities (% of GDP)
GC.BAL.CASH.CN,Cash surplus/deficit (current LCU)
GC.BAL.CASH.GD.ZS,Cash surplus/deficit (% of GDP)
GC.DOD.TOTL.CN,"Central government debt, total (current LCU)"
GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)"
GC.FIN.DOMS.CN,"Net incurrence of liabilities, domestic (current LCU)"
GC.FIN.DOMS.GD.ZS,"Net incurrence of liabilities, domestic (% of GDP)"
GC.FIN.FRGN.CN,"Net incurrence of liabilities, foreign (current LCU)"
GC.FIN.FRGN.GD.ZS,"Net incurrence of liabilities, foreign (% of GDP)"
GC.REV.GOTR.CN,Grants and other revenue (current LCU)
GC.REV.GOTR.ZS,Grants and other revenue (% of revenue)
GC.REV.SOCL.CN,Social contributions (current LCU)
GC.REV.SOCL.ZS,Social contributions (% of revenue)
GC.REV.XGRT.CN,"Revenue, excluding grants (current LCU)"
GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)"
GC.TAX.EXPT.CN,Taxes on exports (current LCU)
GC.TAX.EXPT.ZS,Taxes on exports (% of tax revenue)
GC.TAX.GSRV.CN,Taxes on goods and services (current LCU)
GC.TAX.GSRV.RV.ZS,Taxes on goods and services (% of revenue)
GC.TAX.GSRV.VA.ZS,Taxes on goods and services (% value added of industry and services)
GC.TAX.IMPT.CN,Customs and other import duties (current LCU)
GC.TAX.IMPT.ZS,Customs and other import duties (% of tax revenue)
GC.TAX.INTT.CN,Taxes on international trade (current LCU)
GC.TAX.INTT.RV.ZS,Taxes on international trade (% of revenue)
GC.TAX.OTHR.CN,Other taxes (current LCU)
GC.TAX.OTHR.RV.ZS,Other taxes (% of revenue)
GC.TAX.TOTL.CN,Tax revenue (current LCU)
GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP)
GC.TAX.YPKG.CN,"Taxes on income, profits and capital gains (current LCU)"
GC.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of revenue)"
GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)"
GC.XPN.COMP.CN,Compensation of employees (current LCU)
GC.XPN.COMP.ZS,Compensation of employees (% of expense)
GC.XPN.GSRV.CN,Goods and services expense (current LCU)
GC.XPN.GSRV.ZS,Goods and services expense (% of expense)
GC.XPN.INTP.CN,Interest payments (current LCU)
GC.XPN.INTP.RV.ZS,Interest payments (% of revenue)
GC.XPN.INTP.ZS,Interest payments (% of expense)
GC.XPN.OTHR.CN,Other expense (current LCU)
GC.XPN.OTHR.ZS,Other expense (% of expense)
GC.XPN.TOTL.CN,Expense (current LCU)
GC.XPN.TOTL.GD.ZS,Expense (% of GDP)
GC.XPN.TRFT.CN,Subsidies and other transfers (current LCU)
GC.XPN.TRFT.ZS,Subsidies and other transfers (% of expense)
GE.EST,Government Effectiveness: Estimate
GE.NO.SRC,Government Effectiveness: Number of Sources
GE.PER.RNK,Government Effectiveness: Percentile Rank
GE.STD.ERR,Government Effectiveness: Standard Error
GOLD,"Gold, $/toz, current$"
GRNUT_OIL,"Groundnut oil, $/mt, current$"
GV.TI.RANK.IDX,Corruption Perceptions Index (rank)
GV.TI.SCOR.IDX,Corruption Perceptions Index (score)
IAGRICULTURE,"Agriculture, 2000=100, current$"
IBEVERAGES,"Agr: Beverages, 2000=100, current$"
IBP.OBI.XQ,Open Budget Index Overall Country Score
IC.BUS.DIR.XQ,"Protecting investors, director liability index"
IC.BUS.DISC.XQ,Business extent of disclosure index (0=less disclosure to 10=more disclosure)
IC.BUS.EASE.XQ,Ease of doing business index (1=most business-friendly regulations)
IC.BUS.INVS.XQ,"Protecting investors, investor protection index"
IC.BUS.NDNS.ZS,"New business density (new registrations per 1,000 people ages 15-64)"
IC.BUS.NREG,New businesses registered (number)
IC.BUS.SHR.XQ,"Protecting investors, shareholder suits index"
IC.BUS.XQ,Protecting investors (rank)
IC.CLS.COST.EST.ZS,"Closing a business, cost (% of estate)"
IC.CLS.DURS,"Closing a business, time (years)"
IC.CLS.REC.CD,"Closing a business, recovery rate (cents on the dollar)"
IC.CLS.XQ,Closing a business (rank)
IC.CRD.INFO.XQ,Credit depth of information index (0=low to 6=high)
IC.CRD.LGL.XQ,"Getting credit, legal rights index"
IC.CRD.PRVT.ZS,Private credit bureau coverage (% of adults)
IC.CRD.PUBL.ZS,Public credit registry coverage (% of adults)
IC.CRD.XQ,Getting credit (rank)
IC.CUS.DURS.EX,Average time to clear exports through customs (days)
IC.DCP.COST,Cost to build a warehouse (% of income per capita)
IC.EC.COST,Cost to enforce a contract (% of claim)
IC.ELC.DURS,Delay in obtaining an electrical connection (days)
IC.ELC.OUTG,Power outages in firms in a typical month (number)
IC.ELC.TIME,Time required to get electricity (days)
IC.ELEC.COST.PC.ZS,Cost to get electricity connection (% of income per capita)
IC.ELEC.PROC,Procedures required to get electricity (number)
IC.ELEC.XQ,Getting electricity (rank)
IC.EXP.COST.CD,Cost to export (US$ per container)
IC.EXP.COST.EXP,Trade: Cost to export (US$ per container)
IC.EXP.COST.IMP,Trade: Cost to import (US$ per container)
IC.EXP.DOCS,Documents to export (number)
IC.EXP.DOCS.IMP,Trade: Documents to import (number)
IC.EXP.DURS,Time to export (days)
IC.EXP.TIME.EXP,Trade: Time to export (day)
IC.EXP.TIME.IMP,Trade: Time to import (days)
IC.FRM.BNKS.ZS,Firms using banks to finance investment (% of firms)
IC.FRM.CMPU.ZS,Firms competing against unregistered firms (% of firms)
IC.FRM.CORR.ZS,Informal payments to public officials (% of firms)
IC.FRM.COST.PC.ZS,"Dealing with construction permits, cost (% of income per capita)"
IC.FRM.CRIM.ZS,"Losses due to theft, robbery, vandalism, and arson (% sales)"
IC.FRM.DURS,Time required to obtain an operating license (days)
IC.FRM.FEMM.ZS,Firms with female top manager (% of firms)
IC.FRM.FEMO.ZS,Firms with female participation in ownership (% of firms)
IC.FRM.FREG.ZS,Firms formally registered when operations started (% of firms)
IC.FRM.ISOC.ZS,Internationally-recognized quality certification (% of firms)
IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales)
IC.FRM.PROC,"Dealing with construction, procedures (number)"
IC.FRM.TIME,Time required to deal with construction permits (days)
IC.FRM.TRNG.ZS,Firms offering formal training (% of firms)
IC.FRM.XQ,Dealing with construction permits (rank)
IC.GE.COST,Cost to get electricity(% of income per capita)
IC.GE.NUM,Procedures required to connect to electricity (number)
IC.GOV.DURS.ZS,Time spent dealing with the requirements of government regulations (% of senior management time)
IC.IMP.COST.CD,Cost to import (US$ per container)
IC.IMP.DOCS,Documents to import (number)
IC.IMP.DURS,Time to import (days)
IC.ISV.COST,Resolving insolvency: cost (% of estate)
IC.ISV.DURS,Time to resolve insolvency (years)
IC.ISV.RECRT,Resolving insolvency: recovery rate (cents on the dollar)
IC.LGL.CONT.XQ,Enforcing contracts (rank)
IC.LGL.COST.DEBT.ZS,"Enforcing contracts, cost (% of claim)"
IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 10=strong)
IC.LGL.DURS,Time required to enforce a contract (days)
IC.LGL.PROC,Procedures to enforce a contract (number)
IC.PI.DIR,Extent of director liability index (0 to 10)
IC.PI.INV,Strength of investor protection index (0 to 10)
IC.PI.SHAR,Ease of shareholder suits index (0 to 10)
IC.PRP.COST.PROP.ZS,Cost of registering property (% of property value)
IC.PRP.DURS,Time required to register property (days)
IC.PRP.PROC,Procedures to register property (number)
IC.PRP.XQ,Registering property (rank)
IC.REG.CAP,Minimum paid-in capital required to start a business (% of income per capita)
IC.REG.CAP.PC.ZS,Minimum capital for starting a business (% of income per capita)
IC.REG.COST.PC.ZS,Cost of business start-up procedures (% of GNI per capita)
IC.REG.DURS,Time required to start a business (days)
IC.REG.PROC,Start-up procedures to register a business (number)
IC.REG.XQ,Starting a business (rank)
IC.RP.COST,Cost to register property (% of property value)
IC.TAX.DURS,Time to prepare and pay taxes (hours)
IC.TAX.GIFT.ZS,Firms expected to give gifts in meetings with tax officials (% of firms)
IC.TAX.LABR.CP.ZS,Labor tax and contributions (% of commercial profits)
IC.TAX.LBR.ZS,"Paying taxes, labor tax and contributions (%)"
IC.TAX.METG,Number of visits or required meetings with tax officials
IC.TAX.OTH.ZS,"Paying taxes, other taxes (%)"
IC.TAX.OTHR.CP.ZS,Other taxes payable by businesses (% of commercial profits)
IC.TAX.PAYM,Tax payments (number)
IC.TAX.PFT.ZS,"Paying taxes, profit tax (%)"
IC.TAX.PRFT.CP.ZS,Profit tax (% of commercial profits)
IC.TAX.TOTL.CP.ZS,Total tax rate (% of commercial profits)
IC.TAX.XQ,Paying taxes (rank)
IC.TRD.XQ,Trading across borders (rank)
IC.WRH.DURS,Time required to build a warehouse (days)
IC.WRH.PROC,Procedures to build a warehouse (number)
IE.PPI.ENGY.CD,Investment in energy with private participation (current US$)
IE.PPI.TELE.CD,Investment in telecoms with private participation (current US$)
IE.PPI.TRAN.CD,Investment in transport with private participation (current US$)
IE.PPI.WATR.CD,Investment in water and sanitation with private participation (current US$)
IENERGY,"Energy, 2000=100, current$"
IFATS_OILS,"Agr: Food: Fats and oils, 2000=100, current$"
IFERTILIZERS,"Fertilizers, 2000=100, current$"
IFOOD,"Agr: Food, 2000=100, current$"
IGRAINS,"Agr: Food: Grains, 2000=100, current$"
IMETMIN,"Metals and minerals, 2000=100, current$"
INONFUEL,"Non-energy commodities, 2000=100, current$"
IOTHERFOOD,"Agr: Food: Other food, 2000=100, current$"
IOTHERRAWMAT,"Agr: Raw:2 Oth raw materials, 2000=100, current$"
IP.PAT.NRES,"Patent applications, nonresidents"
IP.PAT.RESD,"Patent applications, residents"
IP.TMK.TOTL,"Trademark applications, total"
IPTOTSAKD,"Industrial Production, constant US$, seas. adj."
IQ.BTI.STTS.XQ,State institutions with adequately established/differentiated power structure index (1=lowest; 10=highest)
IQ.CPA.BREG.XQ,CPIA business regulatory environment rating (1=low to 6=high)
IQ.CPA.DEBT.XQ,CPIA debt policy rating (1=low to 6=high)
IQ.CPA.ECON.XQ,CPIA economic management cluster average (1=low to 6=high)
IQ.CPA.ENVR.XQ,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)
IQ.CPA.FINQ.XQ,CPIA quality of budgetary and financial management rating (1=low to 6=high)
IQ.CPA.FINS.XQ,CPIA financial sector rating (1=low to 6=high)
IQ.CPA.FISP.XQ,CPIA fiscal policy rating (1=low to 6=high)
IQ.CPA.GNDR.XQ,CPIA gender equality rating (1=low to 6=high)
IQ.CPA.HRES.XQ,CPIA building human resources rating (1=low to 6=high)
IQ.CPA.IRAI.XQ,IDA resource allocation index (1=low to 6=high)
IQ.CPA.MACR.XQ,CPIA macroeconomic management rating (1=low to 6=high)
IQ.CPA.PADM.XQ,CPIA quality of public administration rating (1=low to 6=high)
IQ.CPA.PRES.XQ,CPIA equity of public resource use rating (1=low to 6=high)
IQ.CPA.PROP.XQ,CPIA property rights and rule-based governance rating (1=low to 6=high)
IQ.CPA.PROT.XQ,CPIA social protection rating (1=low to 6=high)
IQ.CPA.PUBS.XQ,CPIA public sector management and institutions cluster average (1=low to 6=high)
IQ.CPA.REVN.XQ,CPIA efficiency of revenue mobilization rating (1=low to 6=high)
IQ.CPA.SOCI.XQ,CPIA policies for social inclusion/equity cluster average (1=low to 6=high)
IQ.CPA.STRC.XQ,CPIA structural policies cluster average (1=low to 6=high)
IQ.CPA.TRAD.XQ,CPIA trade rating (1=low to 6=high)
IQ.CPA.TRAN.XQ,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)"
IQ.FRH.GEFF.XQ,Effective and accountable government index (0=lowest; 7=highest)
IQ.SCI.OVRL,Overall level of statistical capacity (scale 0 - 100)
IQ.WEF.CUST.XQ,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)"
IQ.WEF.PORT.XQ,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)"
IRAW_MATERIAL,"Agr: Raw materials, 2000=100, current$"
IRON_ORE,"Iron ore, cents/dmtu, current$"
IRON_ORE_SPOT,"Iron ore, $/dmt, current$"
IRSPREAD,"Sovereign Bond Interest Rate Spreads, basis points over US Treasuries"
IS.AIR.DPRT,"Air transport, registered carrier departures worldwide"
IS.AIR.GOOD.MT.K1,"Air transport, freight (million ton-km)"
IS.AIR.PSGR,"Air transport, passengers carried"
IS.RRS.GOOD.MT.K6,"Railways, goods transported (million ton-km)"
IS.RRS.PASG.KM,"Railways, passengers carried (million passenger-km)"
IS.RRS.TOTL.KM,Rail lines (total route-km)
IS.SHP.GCNW.XQ,Liner shipping connectivity index (maximum value in 2004 = 100)
IS.SHP.GOOD.TU,Container port traffic (TEU: 20 foot equivalent units)
IT.CEL.SETS,Mobile cellular subscriptions
IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people)
IT.MLT.MAIN,Telephone lines
IT.MLT.MAIN.P2,Telephone lines (per 100 people)
IT.NET.BBND,Fixed broadband Internet subscribers
IT.NET.BBND.P2,Fixed broadband Internet subscribers (per 100 people)
IT.NET.SECR,Secure Internet servers
IT.NET.SECR.P6,Secure Internet servers (per 1 million people)
IT.NET.USER.P2,Internet users (per 100 people)
ITIMBER,"Agr: Raw:1 Timber, 2000=100, current$"
KALUMINUM,"Aluminum, $/mt, constant 2000$"
KBANANA_EU,"Bananas, EU, $/mt, constant 2000$"
KBANANA_US,"Bananas, US, $/mt, constant 2000$"
KBARLEY,"Barley, $/mt, constant 2000$"
KBEEF,"Meat, beef, cents/kg, constant 2000$"
KCHICKEN,"Meat, chicken, cents/kg, constant 2000$"
KCOAL_AUS,"Coal, Australia, $/mt, constant 2000$"
KCOCOA,"Cocoa, cents/kg, constant 2000$"
KCOCONUT_OIL,"Coconut oil, $/mt, constant 2000$"
KCOFFEE_ARABIC,"Coffee, Arabica, cents/kg, constant 2000$"
KCOFFEE_ROBUS,"Coffee, Robusta, cents/kg, constant 2000$"
KCOPPER,"Copper, $/mt, constant 2000$"
KCOPRA,"Copra, $/mt, constant 2000$"
KCOTTON_A_INDX,"Cotton, A Index, cents/kg, constant 2000$"
KCRUDE_BRENT,"Crude oil, Brendt, $/bbl, constant 2000$"
KCRUDE_DUBAI,"Crude oil, Dubai, $/bbl, constant 2000$"
KCRUDE_PETRO,"Crude oil, avg, spot, $/bbl, constant 2000$"
KCRUDE_WTI,"Crude oil, WTI, $/bbl, constant 2000$"
KDAP,"DAP, $/mt, constant 2000$"
KFISH_MEAL,"Fishmeal, $/mt, constant 2000$"
KGOLD,"Gold, $/toz, constant 2000$"
KGRNUT_OIL,"Groundnut oil, $/mt, constant 2000$"
KIAGRICULTURE,"Agriculture, 2000=100, constant 2000$"
KIBEVERAGES,"Agr: Beverages, 2000=100, constant 2000$"
KIENERGY,"Energy, 2000=100, constant 2000$"
KIFATS_OILS,"Agr: Food: Fats and oils, 2000=100, constant 2000$"
KIFERTILIZERS,"Fertilizers, 2000=100, constant 2000$"
KIFOOD,"Agr: Food, 2000=100, constant 2000$"
KIGRAINS,"Agr: Food: Grains, 2000=100, constant 2000$"
KIMETMIN,"Metals and minerals, 2000=100, constant 2000$"
KINONFUEL,"Non-energy commodities, 2000=100, constant 2000$"
KIOTHERFOOD,"Agr: Food: Other food, 2000=100, constant 2000$"
KIOTHERRAWMAT,"Agr: Raw:2 Other raw materials, 2000=100, constant 2000$"
KIRAW_MATERIAL,"Agr: Raw materials, 2000=100, constant 2000$"
KIRON_ORE,"Iron ore, cents/dmtu, constant 2000$"
KIRON_ORE_SPOT,"Iron ore, $/dmt, constant 2000$"
KITIMBER,"Agr: Raw:1 Timber, 2000=100, constant 2000$"
KLAMB,"Meat, sheep, cents/kg, constant 2000$"
KLEAD,"Lead, cents/kg, constant 2000$"
KLOGS_CMR,"Logs, Cameroon, $/cum, constant 2000$"
KLOGS_MYS,"Logs, Malaysia, $/cum, constant 2000$"
KMAIZE,"Maize, $/mt, constant 2000$"
KNGAS_EUR,"Natural gas, Europe, $/mmbtu, constant 2000$"
KNGAS_JP,"Natural gas LNG, $/mmbtu, constant 2000$"
KNGAS_US,"Natural gas, US, $/mmbtu, constant 2000$"
KNICKEL,"Nickel, $/mt, constant 2000$"
KORANGE,"Oranges, $/mt, constant 2000$"
KPALM_OIL,"Palm oil, $/mt, constant 2000$"
KPHOSROCK,"Phosphate rock, $/mt, constant 2000$"
KPLMKRNL_OIL,"Palmkernal oil, $/mt, constant 2000$"
KPLYWOOD,"Plywood, cents/sheets, constant 2000$"
KPOTASH,"Potassium Chloride, $/mt, constant 2000$"
KRICE_05,"Rice, Thailand, 5%, $/mt, constant 2000$"
KRICE_05_VNM,"Rice, Vietnamese, 5%, $/mt, constant 2000$"
KRICE_25,"Rice, Thailand, 25%, $/mt, constant 2000$"
KRICE_A1,"Rice, Thai, A1.Special, $/mt, constant 2000$"
KRUBBER1_MYSG,"Rubber, Singapore, cents/kg, constant 2000$"
KSAWNWD_CMR,"Sawnwood, Cameroon, $/cum, constant 2000$"
KSAWNWD_MYS,"Sawnwood, Malaysia, $/cum, constant 2000$"
KSHRIMP_MEX,"Shrimp, Mexico, cents/kg, constant 2000$"
KSILVER,"Silver, cents/toz, constant 2000$"
KSORGHUM,"Sorghum, $/mt, constant 2000$"
KSOYBEAN_MEAL,"Soybean meal, $/mt, constant 2000$"
KSOYBEAN_OIL,"Soybean oil, $/mt, constant 2000$"
KSOYBEANS,"Soybeans, $/mt, constant 2000$"
KSUGAR_EU,"Sugar, EU, cents/kg, constant 2000$"
KSUGAR_US,"Sugar, US, cents/kg, constant 2000$"
KSUGAR_WLD,"Sugar, world, cents/kg, constant 2000$"
KTEA_AVG,"Tea, auctions (3) average, cents/kg, constant 2000$"
KTEA_COLOMBO,"Tea, Colombo auctions, cents/kg, constant 2000$"
