"identifier","title","topic"
"UIS.REPR.1.G3","Repetition rate in primary. Grade 3. Total","Education"
"UIS.REPR.1.G3.F","Repetition rate in primary. Grade 3. Female","Education"
"UIS.REPR.1.G3.M","Repetition rate in primary. Grade 3. Male","Education"
"UIS.REPR.1.G4","Repetition rate in primary. Grade 4. Total","Education"
"UIS.REPR.1.G4.F","Repetition rate in primary. Grade 4. Female","Education"
"UIS.REPR.1.G4.M","Repetition rate in primary. Grade 4. Male","Education"
"UIS.REPR.1.G5","Repetition rate in primary. Grade 5. Total","Education"
"UIS.REPR.1.G5.F","Repetition rate in primary. Grade 5. Female","Education"
"UIS.REPR.1.G5.M","Repetition rate in primary. Grade 5. Male","Education"
"UIS.REPR.1.G6","Repetition rate in primary. Grade 6. Total","Education"
"UIS.REPR.1.G6.F","Repetition rate in primary. Grade 6. Female","Education"
"UIS.REPR.1.G6.M","Repetition rate in primary. Grade 6. Male","Education"
"UIS.REPR.1.G7","Repetition rate in primary. Grade 7. Total","Education"
"UIS.REPR.1.G7.F","Repetition rate in primary. Grade 7. Female","Education"
"UIS.REPR.1.G7.M","Repetition rate in primary. Grade 7. Male","Education"
"UIS.ROFSPPT.1","Share of primary school-age children enrolled in pre-primary education (%). Total","Education"
"UIS.ROFSPPT.1.F","Share of primary school-age children enrolled in pre-primary education (%). Female","Education"
"UIS.ROFSPPT.1.M","Share of primary school-age children enrolled in pre-primary education (%). Male","Education"
"UIS.ROFST.1","Out-of-school rate for children of primary school age (%). Total","Education"
"UIS.ROFST.1.F","Out-of-school rate for children of primary school age (%). Female","Education"
"UIS.ROFST.1.M","Out-of-school rate for children of primary school age (%). Male","Education"
"UIS.ROFST.2","Out-of-school rate for children of lower secondary school age (%). Total","Education"
"UIS.ROFST.2.F","Out-of-school rate for children of lower secondary school age (%). Female","Education"
"UIS.ROFST.2.M","Out-of-school rate for children of lower secondary school age (%). Male","Education"
"UIS.SAP.1.G1","School age population. Official entrance age. Total","Education"
"UIS.SAP.1.G1.F","School age population. Official entrance age. Female","Education"
"UIS.SAP.1.G1.M","School age population. Official entrance age. Male","Education"
"UIS.SAP.4","School age population. Post-secondary. Total","Education"
"UIS.SAP.4.F","School age population. Post-secondary. Female","Education"
"UIS.SAP.4.M","School age population. Post-secondary. Male","Education"
"UIS.SLE.0","School life expectancy (years). Pre-primary. Total","Education"
"UIS.SLE.0.F","School life expectancy (years). Pre-primary. Female","Education"
"UIS.SLE.0.M","School life expectancy (years). Pre-primary. Male","Education"
"UIS.SLE.123","School life expectancy (years). Primary to secondary. Total","Education"
"UIS.SLE.123.F","School life expectancy (years). Primary to secondary. Female","Education"
"UIS.SLE.123.GPI","Gender parity index for school life expectancy. Primary to secondary.","Education"
"UIS.SLE.123.M","School life expectancy (years). Primary to secondary. Male","Education"
"UIS.SLE.56","School life expectancy (years). Tertiary. Total","Education"
"UIS.SLE.56.F","School life expectancy (years). Tertiary. Female","Education"
"UIS.SLE.56.GPI","Gender parity index for school life expectancy. Tertiary.","Education"
"UIS.SLE.56.M","School life expectancy (years). Tertiary. Male","Education"
"UIS.SLEN.12.F","School life expectancy net of repetition (years). Primary to lower secondary. Female","Education"
"UIS.SLEN.12.GPI","Gender parity index for school life expectancy net of repetition. Primary to lower secondary","Education"
"UIS.SLEN.12.M","School life expectancy net of repetition (years). Primary to lower secondary. Male","Education"
"UIS.SLEN.12.T","School life expectancy net of repetition (years). Primary to lower secondary. Total","Education"
"UIS.SR.1.G4","Survival rate to grade 4. Total","Education"
"UIS.SR.1.G4.F","Survival rate to grade 4. Female","Education"
"UIS.SR.1.G4.GPI","Gender parity index for survival rate to grade 4","Education"
"UIS.SR.1.G4.M","Survival rate to grade 4. Male","Education"
"UIS.SR.1.G5.GPI","Gender parity index for survival rate to grade 5","Education"
"UIS.SR.1.GLAST.GPI","Gender parity index for survival rate to last grade of primary","Education"
"UIS.SR.2.GPV.GLAST.CP.F","Survival rate to last grade of lower secondary (General programmes). Female","Education"
"UIS.SR.2.GPV.GLAST.CP.M","Survival rate to last grade of lower secondary (General programmes). Male","Education"
"UIS.SR.2.GPV.GLAST.CP.T","Survival rate to last grade of lower secondary (General programmes). Total","Education"
"UIS.SR.2.GPV.GLAST.GPI","Gender parity index for survival rate to last grade of lower secondary (General programmes)","Education"
"UIS.T.2","Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Total","Education"
"UIS.T.23.GPV","Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Total","Education"
"UIS.T.23.GPV.F","Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Female","Education"
"UIS.T.23.V","Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Total","Education"
"UIS.T.23.V.F","Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Female","Education"
"UIS.T.2.F","Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Female","Education"
"UIS.T.2.GPV","Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Total","Education"
"UIS.T.2.GPV.F","Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Female","Education"
"UIS.T.2.V","Teaching staff in lower secondary. Public and private. Full and part-time. Technical/vocational programmes. Total","Education"
"UIS.T.2.V.F","Teaching staff in lower secondary. Public and private. Full and part-time. Technical/vocational programmes. Female","Education"
"UIS.T.3","Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Total","Education"
"UIS.T.3.F","Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Female","Education"
"UIS.T.3.GPV","Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Total","Education"
"UIS.T.3.GPV.F","Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Female","Education"
"UIS.T.3.V","Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Total","Education"
"UIS.T.3.V.F","Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Female","Education"
"UIS.T.4","Teaching staff in post-secondary. Public and private. Full and part-time. All programmes. Total","Education"
"UIS.T.4.F","Teaching staff in post-secondary. Public and private. Full and part-time. All programmes. Female","Education"
"UIS.T.4.GPV","Teaching staff in post-secondary. Public and private. Full and part-time. General programmes. Total","Education"
"UIS.T.4.GPV.F","Teaching staff in post-secondary. Public and private. Full and part-time. General programmes. Female","Education"
"UIS.T.4.V","Teaching staff in post-secondary. Public and private. Full and part-time. Technical/vocational programmes. Total","Education"
"UIS.T.4.V.F","Teaching staff in post-secondary. Public and private. Full and part-time. Technical/vocational programmes. Female","Education"
"UIS.T.5.A","Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Total","Education"
"UIS.T.5.A.F","Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Female","Education"
"UIS.T.5.B","Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Total","Education"
"UIS.T.5.B.F","Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Female","Education"
"UIS.TE_100000.56","Number of students in tertiary education per 100,000 inhabitants. Total","Education"
"UIS.TE_100000.56.F","Number of students in tertiary education per 100,000 inhabitants. Female","Education"
"UIS.TE_100000.56.M","Number of students in tertiary education per 100,000 inhabitants. Male","Education"
"UIS.TEP.5.A","Distribution of students (%). ISCED Level 5A","Education"
"UIS.TEP.5.B","Distribution of students (%). ISCED Level 5B","Education"
"UIS.TEP.6","Distribution of students (%). ISCED Level 6","Education"
"UIS.TRANR.23.GPV.GPI","Gender parity index for transition rate, primary to secondary, general programmes","Education"
"UIS.TRANRA.23.GPV","Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Total","Education"
"UIS.TRANRA.23.GPV.F","Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Female","Education"
"UIS.TRANRA.23.GPV.GPI","Gender parity index for effective transition rate. Primary (ISCED 1) to secondary (ISCED 2). General programmes","Education"
"UIS.TRANRA.23.GPV.M","Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Male","Education"
"UIS.TRTP.0","Percentage of trained teachers. Pre-primary. Total","Education"
"UIS.TRTP.0.F","Percentage of trained teachers. Pre-primary. Female","Education"
"UIS.TRTP.0.GPI","Gender parity index for % of trained teachers. Pre-primary","Education"
"UIS.TRTP.0.M","Percentage of trained teachers. Pre-primary. Male","Education"
"UIS.TRTP.1.GPI","Gender parity index for % of trained teachers. Primary","Education"
"UIS.TRTP.2","Percentage of trained teachers. Lower secondary. Total","Education"
"UIS.TRTP.23.GPI","Gender parity index for % of trained teachers. Secondary","Education"
"UIS.TRTP.2.F","Percentage of trained teachers. Lower secondary. Female","Education"
"UIS.TRTP.2.GPI","Gender parity index for % of trained teachers. Lower secondary","Education"
"UIS.TRTP.2.M","Percentage of trained teachers. Lower secondary. Male","Education"
"UIS.TRTP.3","Percentage of trained teachers. Upper secondary. Total","Education"
"UIS.TRTP.3.F","Percentage of trained teachers. Upper secondary. Female","Education"
"UIS.TRTP.3.GPI","Gender parity index for % of trained teachers. Upper secondary","Education"
"UIS.TRTP.3.M","Percentage of trained teachers. Upper secondary. Male","Education"
"UIS.UAPP.1","Under-age enrolment ratio. Primary. Total","Education"
"UIS.UAPP.1.F","Under-age enrolment ratio. Primary. Female","Education"
"UIS.UAPP.1.M","Under-age enrolment ratio. Primary. Male","Education"
"UIS.XCURP.0","Percentage distribution of public current expenditure on education by level. Pre-primary","Education"
"UIS.XCURP.2","Percentage distribution of public current expenditure on education by level. Lower secondary","Education"
"UIS.XCURP.3","Percentage distribution of public current expenditure on education by level. Upper secondary","Education"
"UIS.XCURP.4","Percentage distribution of public current expenditure on education by level. Post secondary","Education"
"UIS.XCURP.UK","Percentage distribution of public current expenditure on education not allocated by level","Education"
"UIS.XGDP.0.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. All sources. Pre-primary","Education"
"UIS.XGDP.0.FSGOV.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. Public sources. Pre-primary","Education"
"UIS.XGDP.1.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. All sources. Primary","Education"
"UIS.XGDP.1.FSGOV.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. Public sources. Primary","Education"
"UIS.XGDP.234.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. All sources. Secondary and post-secondary non-tertiary","Education"
"UIS.XGDP.56.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. All sources. Tertiary","Education"
"UIS.XGDP.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. All sources. All levels","Education"
"UIS.XGDP.FSGOV.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. Public sources. All levels","Education"
"UIS.XGNP.FSGOV.FNCUR.FFD","Current expenditure on education as % of GNI","Education"
"UIS.XNATURCP.1.FDPUB.FNS","Percentage distribution of public current expenditure by purpose in primary education. All personnel salaries","Education"
"UIS.XNATURCP.1.FDPUB.FNTS","Percentage distribution of public current expenditure by purpose in primary education. Teachers salaries","Education"
"UIS.XNATURCP.23.FDPUB.FNS","Percentage distribution of public current expenditure by purpose in secondary education. All personnel salaries","Education"
"UIS.XNATURCP.23.FDPUB.FNTS","Percentage distribution of public current expenditure by purpose in secondary education. Teacher salaries","Education"
"UIS.XPUBP.0","Educational expenditure in pre-primary as % of total educational expenditure","Education"
"UIS.XPUBP.2","Educational expenditure in lower secondary as % of total educational expenditure","Education"
"UIS.XPUBP.3","Educational expenditure in upper secondary as % of total educational expenditure","Education"
"UIS.XPUBP.4","Educational expenditure in post secondary as % of total educational expenditure","Education"
"UIS.XPUBP.UK","Educational expenditure not allocated by level as % of total educational expenditure","Education"
"UIS.XSPENDP.1234.FDPUB.FNCAP","Educational expenditure on capital as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.","Education"
"UIS.XSPENDP.1234.FDPUB.FNCUR","Educational expenditure on total current expenditures as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.","Education"
"UIS.XSPENDP.1234.FDPUB.FNNONS","Educational expenditure on other current expenditures as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.","Education"
"UIS.XSPENDP.1234.FDPUB.FNS","Educational expenditure on salaries as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.","Education"
"UIS.XSPENDP.56.FDPUB.FNCAP","Educational expenditure on capital as a % of total educational expenditure on public institutions. Tertiary.","Education"
"UIS.XSPENDP.56.FDPUB.FNCUR","Educational expenditure on total current expenditures as a % of total educational expenditure on public institutions. Tertiary.","Education"
"UIS.XSPENDP.56.FDPUB.FNNONS","Educational expenditure on other current expenditures as a % of total educational expenditure on public institutions. Tertiary.","Education"
"UIS.XSPENDP.56.FDPUB.FNS","Educational expenditure on salaries as a % of total educational expenditure on public institutions. Tertiary.","Education"
"XGDP.234.FSGOV.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. Public sources. Secondary and post-secondary non-tertiary","Education"
"XGDP.56.FSGOV.FDINSTADM.FFD","Total expenditure on educational institutions and administration as a % of GDP. Public sources. Tertiary","Education"
